collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;class
опытный путём;20;133;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-132496.31945966402;-149252.13979461777;2;0
оставаться действительный;159;8;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.154479800939082;9.154479800939082;0.9982452025880503;0.006289308176100629;-6.383704292474052;2.7591154275939134e-06;0;0;0;0;0.1;0;0;0;1.414213562373095;1;-54225.52880051969;-52114.5593095019;1;0
от имя;2364;2500;17;0.2608695652173913;0;9.920801955777137;5.127859497428611;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0600988977467962;9.235024580247474;2.1456675415960733;0.0068;-7.160464672193246;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;1;-64417.553374340016;-43373.82626075633;3;0
ответственный за;29;1037;26;0.30434782608695654;2;13.432374696086736;9.029467296127622;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9.291621300423733;18.692500736705917;5.090883157374414;0.02507232401157184;-4.357552004618084;2.7591154275939134e-06;0;0;0;0;0.1;0;0;0;1.414213562373095;0;-26519.054230911093;-13523.39830183277;4;1
отдавать должное;3;20;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;1;-88363.86353807316;-105218.63556791838;1;0
очень подробно;270;100;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.746690969397883;4.746690969397883;0.9627519417274821;0.003703703703703704;-7.531381460516312;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-70750.4618473934;-63658.92371350548;1;0
перед лицо;403;107;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-132991.0779341213;-149746.89826907509;1;0
переходить к;79;5170;20;0.43478260869565216;2;7.234556720351857;2.5160797134871107;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.149561537731401;13.793417727506126;4.346144088313106;0.0038684719535783366;-7.035898787323415;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-48882.13727638089;-31334.703382295444;4;1
переходить на;79;8849;7;0.21739130434782608;2;4.639304821771018;0.5720022373619534;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.859638215845678;8.474348059960887;2.281239050782011;0.0007910498361396768;-9.316766389771583;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-74906.4330328347;-56402.466088131805;3;1
по данные;3690;153;6;0.13043478260869565;1;5.307639487787583;1.4736819032743276;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.9455323133041844;8.115457314746497;2.131522745463406;0.0016260162601626016;-8.323054760341646;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;1;-71344.17201674214;-54753.271173274145;4;0
по желание;3690;31;7;0.2608695652173913;1;4.0850360994376445;0.017733515028579228;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.471116266946409;11.085826111061618;2.5861056420928774;0.001897018970189702;-8.054119753068168;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;1;-59964.72710422434;-45352.860158585514;3;0
по метод;3690;1178;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.5841661685547805;0.4158338314452194;-2.8260859376714764;0.0005420054200542005;-10.249113452713729;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-124679.13556323871;-104888.79658494685;3;0
по мнение;3690;37;11;0.2608695652173913;2;6.419342441973441;1.7987157699682013;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.867935908284028;12.786799145558621;3.2598348226712606;0.002981029810298103;-7.404367485091552;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-51850.688123124666;-37931.48304172606;3;1
по очередь;3690;495;19;0.2608695652173913;1;11.087955127045035;6.336484197257522;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9146004537522936;11.410455480639465;3.7808100328376857;0.005149051490514906;-6.7830843939941206;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-55412.949139217206;-35292.771177953815;3;0
по причина;3690;186;10;0.13043478260869565;1;8.846065812979305;4.318822478256291;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.400726939055011;10.044583128829736;2.862858778261283;0.0027100271002710027;-7.598424760527719;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-62537.47117140228;-44858.10168412822;4;0
по способ;3690;649;7;0.17391304347826086;2;5.317674912827414;1.2503723284183486;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0832379093341455;6.697947753449354;1.3970403703342147;0.001897018970189702;-8.275791948759139;2.7591154275939134e-06;0;0.0023823704586063135;0;0;0.0011926058437686344;0;0;0;1.414213562373095;1;-78171.83896425285;-61185.131341219;2;1
по существо;3690;23;16;0.34782608695652173;2;7.338205584410389;2.539088636255606;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.094395699218667;15.094395699218667;3.970729234207513;0.004336043360433604;-6.858369599854741;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;1;-43142.93897267625;-29520.588975952025;4;1
под действие;313;673;0;0.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-133485.83640857862;-150241.6567435324;3;1
подвергать испытание;4;9;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-107659.44404190771;-124514.21607175295;1;0
подводить итог;2;36;0;0.0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-133980.5948830359;-150736.41521798968;3;1
поддерживать связь;370;703;2;0.08695652173913043;0;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.478600416634591;4.478600416634591;1.160477658204854;0.002844950213371266;-8.067434360756522;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-77578.1287949041;-63988.762696477024;2;0
поднимать вопрос;7;326;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-108154.20251636503;-125008.97454621024;1;0
полагаться на;13;8849;5;0.17391304347826086;1;3.798339223448153;0.2527946713442608;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.977552418711447;9.621408608486172;2.1650950990725835;0.0005650355972426263;-9.791488516598584;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-70849.41354228486;-55742.78812218874;2;0
получить признание;734;7;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;1;-82426.76184458559;-99281.53387443082;1;0
постановка вопрос;22;326;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.0;0;-134475.3533574932;-151231.17369244696;2;0
постановка задача;22;916;9;0.2608695652173913;1;5.252189270705543;0.844990694990104;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.33865235093151;14.678502353816135;2.9907330509838546;0.009825327510917031;-5.703519111073064;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-37205.837279188694;-27376.635586637072;4;0
почти никогда;101;82;2;0.043478260869565216;0;2.7234556720351857;0.5645688940480547;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7.45159926885356;9.45159926885356;1.4061345159761038;0.019801980198019802;-5.515699838284043;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-45814.634734745654;-41889.55083738444;2;0
почти ничто;101;99;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.414213562373095;0;-134970.11183195046;-151725.93216690427;1;0
предмет обсуждение;30;65;3;0.08695652173913043;0;3.1820935210608354;0.44422658088026856;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.123066848307621;13.292991849749933;1.7304976559349021;0.046153846153846156;-3.9848931076097918;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;0;-35325.75507625097;-30015.34745040932;1;0
предмет спорый;30;2;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0136986301369863;0;0;0;1.0;1;-70552.55845761047;-87407.3304874557;1;0
представлять значение;654;3760;9;0.2608695652173913;1;5.252189270705543;0.844990694990104;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4076239856026687;7.747473988487293;1.8692041331549103;0.0023936170212765957;-7.937945912837302;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-73719.01269413717;-55412.949139217206;1;0
представлять интерес;654;66;7;0.17391304347826086;2;5.317674912827414;1.2503723284183486;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.877176733424506;12.491886577539715;2.623244573976602;0.010703363914373088;-5.68449817427207;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.3180532052576879;1;-40372.2915157154;-30345.18643338085;4;1
прежде всего;144;424;70;0.6521739130434783;2;12.994560387333816;11.509721401163562;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9.698800317162894;21.957366351052826;8.356532821803084;0.1650943396226415;-2.0204641025597154;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;0;-18800.82202937727;-4782.6652530872;4;1
придавать значение;10;3760;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.268917714771076;4.268917714771076;0.9481286299612344;0.00026595744680851064;-10.880348808156027;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-86978.53980959272;-77512.16099830979;1;0
придерживаться мнение;15;37;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-90837.65591035964;-107692.42794020487;1;0
придерживаться тема;15;48;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-135464.87030640777;-152220.69064136155;1;0
принимать мера;235;180;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.098992713328764;7.098992713328764;1.3729501401812663;0.00851063829787234;-6.696967526234287;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-60063.6787991158;-51289.961852073066;2;0
принимать участие;235;34;9;0.17391304347826086;2;6.837010602206675;2.4298120264912364;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.673307969850413;16.013157972735037;2.996325777955587;0.03829787234042553;-3.901537361114312;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-29883.411857220704;-20450.01694423492;4;1
проводить измерение;99;102;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-135959.62878086508;-152715.44911581883;1;0
проводить опыт;99;51;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-136454.3872553224;-153210.20759027614;1;0
проводить различие;99;62;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-79952.96947229911;-96807.74150214433;1;0
пo тип;0;5768;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;5.2058930709563226e-05;0;0;0;1.0;0;-136949.14572977967;-153704.96606473345;1;0
разрешать проблема;52;709;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.29728122084283;4.29728122084283;0.9491384662077338;0.0014104372355430183;-8.571752643503546;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-79161.35591316744;-70750.46184739341;1;0
с помощь;10637;1170;955;0.8260869565217391;2;79.24039448684954;79.24039448684954;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.797623166561644;25.596337012407865;30.347498622977174;0.0897809532762997;-2.6279978985053347;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-22165.179655686883;-1484.2754233718895;4;1
с уверенность;10637;9;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9206340566669877;5.920634056666988;1.3208265364466092;0.00018802293879853342;-11.378023850925485;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-83812.08557306603;-70750.4618473934;2;0
с успех;10637;51;2;0.043478260869565216;2;2.7234556720351857;0.5645688940480547;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4181337161378045;3.4181337161378047;0.885020415456342;0.00018802293879853342;-11.383704292474052;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;1;-93410.39997753759;-79161.35591316746;3;1
с учёт;10637;131;75;0.7391304347826086;2;9.845918597948923;8.572025877211718;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.285954747067731;17.743592128059493;8.438281270161497;0.007050860204945004;-6.165644004114436;1.3795577137969567e-06;0;0;0;0;0.0016638935108153079;0;0;0;1.0;1;-37898.49914342891;-17481.466097491142;4;1
с цель;10637;260;20;0.30434782608695654;2;10.332595920066721;5.614118913201974;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.390119339968208;11.033975529742932;3.6190016936930047;0.0018802293879853342;-8.089715292981719;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-65308.11862836314;-43043.98727778479;4;1
следующий образ;2034;947;225;0.6086956521739131;2;48.509955076354835;48.50444133859139;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.403819368114591;22.031381750548665;14.822846579386647;0.11061946902654868;-2.7277994687741316;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;0;-21868.324571012505;-3463.3093212010754;4;1
следовать метод;587;1178;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-137443.90420423695;-154199.72453919076;1;0
с время;10637;1514;32;0.391304347826087;2;13.039530450504575;9.064622213092965;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5264095681235685;10.526409568123569;1.7294109924729502;0.0030083670207765346;-7.568787428826924;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;1;-69167.23472913005;-48486.330496815055;4;1
соблюдать осторожность;3;7;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.414213562373095;1;-137938.66267869427;-154694.48301364805;1;0
соблюдать условие;3;458;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-138433.42115315158;-155189.24148810533;1;0
спорный вопрос;7;326;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.311279679934756;8.311279679934756;0.9968518492971153;0.003067484662576687;-7.379378367071262;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-60756.34066335601;-58381.49998596099;2;0
ссылаться на;167;8849;97;0.391304347826087;2;39.526076678092;38.900635880404224;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.572272591678252;18.772098276052507;9.641860505460258;0.01096169058650695;-5.538358957985094;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;1;-31565.590670375514;-11544.364404003585;2;1
ставить условие;34;458;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-102217.10082287746;-119071.87285272269;1;0
столько же;34;1975;6;0.17391304347826086;0;4.558007068137783;0.7240494836245281;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.017225477742428;11.18715047918474;2.4116707232284327;0.0030379746835443038;-7.387299348012136;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;0;-54225.52880051969;-42384.30931184173;4;0
считать доказать;252;35;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.03076923076923077;0;0;0;1.414213562373095;1;-138928.17962760883;-155683.99996256264;1;0
такой образ;3323;947;463;0.9130434782608695;2;18.292454614340897;18.292454250569488;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.736739946323258;24.446476712843733;21.31567728632919;0.13933192897983748;-2.2051519712476164;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-19988.24236807478;-1484.2754233718895;4;1
тем более;542;1214;15;0.34782608695652173;2;6.8795677353847395;2.0857953987193287;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.046551604222404;11.86033279543944;3.638607842921372;0.012355848434925865;-5.871186533926839;1.3795577137969567e-06;0;0;0;0;0.008771929824561403;0;0;0;1.0;0;-46012.538124528575;-27871.39406109437;4;1
то есть;2963;920;208;0.6956521739130435;2;32.78243349922697;32.77175916985289;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5.789469512458873;21.190348948741057;14.161453079613672;0.07019912251096862;-3.2225162737673854;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-24836.875417756284;-4947.584744572964;4;1
точка зрение;743;179;173;0.6521739130434783;2;32.11512781441072;32.07445556797421;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.880956806057311;24.75021326133076;13.138996937135259;0.23283983849259757;-1.4139947127926134;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-16722.836436656624;-1814.1144063434203;4;1
точнее говорить;47;273;1;0.043478260869565216;2;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5.820016763625949;5.820016763625949;0.9822988949742713;0.003663003663003663;-7.321928094887363;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-66198.68388238628;-61844.80930716206;4;1
уделять внимание;5;230;2;0.08695652173913043;2;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.299944610391702;12.299944610391702;1.4130917435664614;0.008695652173913044;-5.876516946564999;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-43736.64914202501;-39415.758465097955;2;1
удовлетворять требование;88;509;5;0.13043478260869565;0;4.423032906489652;0.8774883543857603;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.338337386397808;10.982193576172532;2.208433241106182;0.009823182711198428;-5.899659026377443;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-45913.586429637115;-35952.449143896876;4;0
упоминать о;22;1679;4;0.08695652173913043;0;4.242791361414447;1.055249741043292;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6.294544622649111;10.294544622649111;1.974520948583884;0.0023823704586063135;-7.732167425663385;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-58876.258460418285;-48981.08897127235;3;0
установить предел;120;90;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-139422.93810206614;-156178.75843701992;1;0
