collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;weirdness;cw;dw;otnosit_chastota;class
и др;19210;48;44;0.43478260869565216;0;15.916024784774084;12.86365484957065;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.112261975586691;16.031125212861284;6.441478931761151;0.002290473711608537;-7.773738643745408;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-119038.88895442554;-105878.31353386144;4;390.59107360606055;139.14618291751356;119.05083936098733;1;0
связь с;703;10637;100;0.6521739130434783;1;18.563657696191164;17.998237303098723;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.27703436881149;16.56474674836094;8.968392815263426;0.00940114693992667;-5.825276830054866;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-98555.88811189347;-75698.04659196635;4;10.977522291179518;138.46831723473846;57.70290892363932;1;0
в результат;27729;1519;240;0.7391304347826086;2;31.506939513436556;31.50387590378746;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.04623922884821;17.860020420065247;11.741113284687323;0.00865519852861625;-5.9291597594495515;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-102513.95590755183;-63658.92371350548;4;38.89745807710102;138.97381187289434;80.12410160640322;1;1
связать с;309;10637;208;0.7391304347826086;1;27.30601424497835;27.295339915604274;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.5195357483460175;20.9204151846282;14.107802707278385;0.019554385635047477;-4.717676423066396;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-49376.89575083819;-29520.58897595202;4;7.645122957748716;138.2004396877656;51.41898889707368;1;0
производный класс;424;5099;255;0.21739130434782608;0;169.0032470788014;169.00155147735663;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.417797115890538;22.406503989608254;15.781943602463121;0.05000980584428319;-3.436882975212205;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-30081.31524700363;-13028.639827375475;1;0;34.889846718234935;17.13964075131668;1;0
приводить к;299;5170;246;0.782608695652174;2;26.188011404914548;26.185592261497902;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6.849927022162277;22.734956032840756;15.548419973403218;0.04758220502901354;-3.4745468414210507;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-29388.653382763412;-13523.39830183277;4;79.86586782899963;139.07021727437493;92.54923070015006;1;1
с помощь;10637;1170;955;0.8260869565217391;2;79.24039448684954;79.24039448684954;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.797623166561644;25.596337012407865;30.347498622977174;0.0897809532762997;-2.6279978985053347;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-25628.48897688796;-4452.826270115668;4;9.89551780100189;138.1577700606343;55.826726683647294;1;1
показать что;303;5019;57;0.4782608695652174;1;18.259103598983966;16.090145374642308;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.76389455615572;16.429674584485205;7.271951248805154;0.011356843992827256;-5.544862780857478;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-85395.31269132937;-76687.56354088096;4;23.91591242126436;138.87260165441543;71.49611052850409;1;0
прикрепляться к;1;5170;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-178706.7609739755;-224950.18638658416;1;0;69.66801713889303;29.661649316097954;1;0
ссылка на;665;8849;264;0.5217391304347826;1;74.59229975207157;74.59111276735044;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.023247630935078;21.112035869651987;15.748440776987085;0.02983387953441067;-4.171442190604001;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-43637.697447133556;-22099.21185909258;3;37.959777179900996;129.198246126423;71.68556047329214;1;0
следовать что;587;5019;41;0.6086956521739131;1;8.839591813913549;5.560393166460235;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.3345138369719614;14.049617846208129;5.768373458521593;0.00816895795975294;-6.09520402441441;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-117752.51692083657;-102085.16522968885;4;46.71146555376785;133.5291135576989;78.35613248372874;1;0
вместе с;127;10637;104;0.6086956521739131;1;22.4223792352929;21.928725449973477;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.802314089478227;19.203193525760412;10.01529378262997;0.009777192817523738;-5.693486957499325;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;0;-71443.12371163361;-57556.90252853216;4;0.4039746717295983;125.01628155841647;10.156225002166714;0;0
зависеть от;406;2364;360;0.7391304347826086;0;47.26040927015483;47.26038435669257;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8.086865615190405;25.070571807849753;18.90388095354257;0.15228426395939088;-1.943817164606876;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-19394.53219872602;-4617.7457616014335;4;6.530500993836361;137.65092450095605;48.54574657274788;1;0
делиться на;50;8849;48;0.5652173913043478;1;11.893655218116296;9.13232572269909;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6.297170352911608;17.46709535435392;6.840101699448275;0.005424341733529212;-6.534465010346119;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-98061.12963743616;-90210.96184271372;4;12.898124109282293;126.11338478982113;54.18304343291478;1;0
том в;675;27729;44;0.30434782608695654;1;22.731711024146787;19.679341088943353;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.768942714440879;11.687805951715474;2.740544371629968;0.0015867863969129792;-8.334374872818474;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-187117.65503974954;-163929.9745368509;4;14.530218810906234;129.56804957815908;57.79230244370564;1;0
и другой;19210;1952;201;0.782608695652174;1;21.39752151377164;21.383536624500707;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9581072112865916;17.260210593644448;10.528655581585028;0.010463300364393545;-5.718136669968479;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-101821.29404331162;-66297.63557727773;4;1.687006299061757;134.89691876443052;26.87788677179253;1;0
в сила;27729;71;43;0.5652173913043478;1;10.654732799562515;7.527448704949937;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9847724229391908;14.837301932343387;6.143249865881252;0.0015507230697104114;-8.336532507796134;1.3795577137969567e-06;0;0.0004763038818766373;0;0;0.00023820867079561695;0;0;0;1.0;1;-137147.04911956258;-118247.27539529385;4;2.18507862687734;134.67897883307958;30.485711744858666;1;0
зависимость от;270;2364;170;0.7391304347826086;0;22.317415488684226;22.271878483426082;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7.592923775132777;22.41170564740818;12.970870161008644;0.07191201353637902;-2.9536486941188125;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-27211.71609515131;-14677.83474223313;4;22.78526229239107;138.50998164559246;70.33840598802018;1;0
привести к;766;5170;206;0.7391304347826086;1;27.043456415699712;27.0319242319476;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.236714136279403;20.60971519064584;13.972050320260518;0.039845261121856865;-3.848774849437585;1.3795577137969567e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.0;1;-40867.04999017269;-21604.453384635282;4;5.123470766388655;135.29098783704745;43.727097501474226;1;0
не превосходить;6836;29;8;0.17391304347826086;1;6.0773427575170444;1.8215006218721763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.870445079419727;10.870445079419728;2.7317341475712853;0.0011702750146284377;-8.745044005034464;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-164259.81351982243;-169537.23724736692;4;0;119.00944061400152;79.92070338723389;1;0
отличие от;200;2364;131;0.6956521739130435;0;20.64662879037852;20.45511676297322;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7.649915247808631;21.716761250883533;11.38853536817744;0.05541455160744501;-3.290757545081291;2.7591154275939134e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.414213562373095;0;-31367.687280592603;-20450.01694423492;4;6.22690022134254;136.57626162306852;47.35156950885408;1;0
должный быть;1980;5572;689;0.8260869565217391;1;57.16924795962233;57.1692479595931;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5.500458671359505;24.357179016768086;25.668971647299646;0.12365398420674803;-2.45428287665755;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;0;-27409.61948493422;-4782.665253087199;4;0.40425016104099554;126.37594519445086;10.263886347800947;0;0
член класс;1216;5099;227;0.13043478260869565;0;200.80569395463021;200.80059450051897;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.729985107442209;20.38308208202404;14.49878435167252;0.04451853304569523;-3.798018531384;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-41856.56693908728;-20120.17796126339;1;0;69.66801713889303;29.661649316097954;1;0
относиться к;307;5170;177;0.6086956521739131;1;38.16116466006581;38.126196153792655;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6.33692489573396;21.272135995899955;13.139552762450213;0.03423597678916828;-3.9515646149455397;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-37601.64405875453;-22429.05084206411;4;4.187803024304745;136.8066559356278;40.991389314765705;1;0
а затем;4199;440;151;0.6956521739130435;1;23.798785857611882;23.70635231280776;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5.888577709188841;20.365387187838998;12.080786051518169;0.03596094308168612;-3.9411933915247572;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-41262.85676973853;-26716.95762069401;4;0.6219013206773585;124.00770417177881;13.706898392001504;0;0
характерный для;37;9362;15;0.30434782608695654;1;7.74944694005004;2.95567460338463;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.972198936491053;12.78598012770809;3.74959770986562;0.0016022217474898526;-8.291400959483692;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-150901.33470947543;-153210.20759027614;4;59.78195106611884;135.83663665955095;84.26204409509425;1;0
случайный величина;52;123;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8244085327431065;6.8244085327431065;0.9911763488625547;0.008130081300813009;-6.451211111832329;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-142589.39233859285;-168877.5592814239;2;0;116.07730178158354;74.90372306096938;1;0
по сравнение;3690;421;82;0.6086956521739131;1;17.679183627827097;16.65716015454481;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.257833236827368;17.972937246063534;8.81871611963477;0.022222222222222223;-4.6477216519458535;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;1;-62834.32625607665;-51619.80083504461;4;6.946867192069206;137.23088402752825;49.41092592668975;1;0
тем что;542;5019;130;0.8260869565217391;1;10.786650558419309;10.588140279406485;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5.114397297138512;19.159132923195422;11.072611207989894;0.02590157401872883;-4.418760808776243;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-53137.06015671363;-36612.12710983994;4;1.5715703529256781;134.26143723717277;25.78754324290324;1;0
отличаться от;197;2364;113;0.6521739130434783;0;20.976933196696017;20.614893624525592;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7.458475579004718;21.098833503835092;10.56970721903189;0.047800338409475465;-3.502312575182281;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-35325.75507625097;-25892.360163265184;4;3.1639539476074283;133.81480966861145;35.752664727867796;1;0
в тот;27729;4147;767;0.782608695652174;1;81.65123881125795;81.65123881125685;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.273485223338747;21.439650758344612;21.96666690764629;0.027660571964369433;-4.37710021432894;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;1;-61943.76100205352;-19295.58050383456;4;0.9896577235478807;131.48393765690648;19.486197775487398;0;0
на отрезка;8849;8;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3560640419651766;3.3560640419651766;0.9023383503248859;0.00011300711944852526;-12.112602403528848;1.3795577137969567e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.0;1;-210371.30333924247;-217034.05079526742;3;0;122.47491371856435;86.44278009185885;1;0
сравнение с;421;10637;163;0.6086956521739131;1;35.14276745531484;35.083566680654414;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.721610789273981;19.419067097736136;12.283254577544373;0.015323869512080474;-5.084074702120792;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;0;-61745.85761227061;-41559.711854412904;4;4.0870746050715985;137.05613990136246;40.68049881979739;1;0
связанный с;379;10637;290;0.6956521739130435;1;45.70627747488375;45.70585646131839;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5.704414109953143;22.06423228998301;16.702799102138876;0.027263326125787347;-4.24740375412003;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-39778.581346366635;-19460.49999532033;4;11.854125837007789;138.32099324673047;58.94087526649704;1;0
в связь;27729;703;51;0.5217391304347826;1;14.409876088468371;11.856303507303021;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9232992506407353;12.268149934583727;3.3757405652902777;0.0018392296873309532;-8.122802624057183;1.3795577137969567e-06;0;0.01834862385321101;0;0;0.009259259259259259;0;0;0;1.0;1;-179597.32622799865;-154859.4025051338;4;23.303998933927467;138.55513919545152;70.75986671785758;1;0
один очередь;4721;495;27;0.4782608695652174;0;8.649049073202931;4.312328579601176;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.066088775815942;12.575863780142878;4.575716134214493;0.005719127303537386;-6.593840652067609;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-141401.97199989535;-132100.51268009815;4;7.720133492513485;135.48428228972497;50.46193682973243;1;0
тогда как;478;4143;25;0.2608695652173913;1;14.58941464084873;10.123300247929153;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.1938920330382077;12.481604412587657;4.4535974726502685;0.006034274680183442;-6.53013318439181;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-139422.93810206614;-132100.51268009815;4;1.839213977538915;128.98848682414982;26.85665780951948;1;0
не более;6836;1214;85;0.4782608695652174;1;27.228487823046265;26.300268589936525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.892264304429319;15.711046176704723;7.977745897473142;0.01243417203042715;-5.565382131751639;1.3795577137969567e-06;0;0.017391304347826087;0;0;0.008771929824561403;0;0;0;1.0;0;-97071.61268852158;-74213.77116859447;4;4.510072536225861;132.08161944666364;40.66029455017624;1;0
означать что;310;5019;207;0.782608695652174;1;22.036253499257363;22.02515840185737;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6.591541077689017;21.978514992687668;14.238306673401647;0.041243275552898986;-3.686162160260709;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;1;-32654.05931418157;-16821.78813154808;4;1.6468505354764948;129.75677382066445;25.544938467574013;1;0
и только;19210;1877;105;0.5217391304347826;0;29.667391946846646;29.190308074185346;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.0778254405057976;14.506316475838043;5.392536204270239;0.005465903175429464;-6.649820722639325;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-143776.81267729035;-109836.38132951983;4;0.5755340859047814;123.16858447792256;12.91751598233592;0;0
в глава;27729;592;255;0.21739130434782608;1;169.0032470788014;169.00155147735663;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.493154858971683;19.4818617326894;14.550557899424376;0.009196148436654766;-5.795231149833612;1.3795577137969567e-06;0;0;0;0;0.00023820867079561695;0;0;0;1.0;1;-80447.72794675641;-48321.41100532929;4;0.8465688960324945;116.020553151786;15.745585583496593;0;0
чем у;573;602;5;0.13043478260869565;0;4.423032906489652;0.8774883543857603;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.393279845594194;8.037136035368919;2.023251140117461;0.008305647840531562;-6.876516946564999;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-156145.77453872276;-156673.51691147723;4;1.9479479958292594;125.10571598579905;26.807176423527043;1;0
виртуальный функция;788;5000;164;0.21739130434782608;0;108.69228439577815;108.63525568732395;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.915150561835697;19.630254571071863;12.38181056059065;0.0328;-4.141297201913641;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-47397.861853009;-28201.2330440659;1;0;69.66801713889303;29.661649316097954;1;0
наш с;809;10637;2;0.043478260869565216;1;2.7234556720351857;0.5645688940480547;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-2.5694368343206775;-0.5694368343206775;-6.980242434796572;0.00018802293879853342;-11.48255589154897;1.3795577137969567e-06;0;0.15384615384615385;0;0;0.08333333333333333;0;0;0;1.0;0;-274887.80840847397;-266839.7372239686;4;7.842033175969647;122.26395098492816;45.25451096800108;1;0
условный рефлекс;167;0;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-179201.5194484328;-225444.94486104147;1;0;54.31792660959567;22.850185360402683;1;0
далее а;379;4199;4;0.17391304347826086;1;3.0386713787585222;-0.14887024161263307;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.8654786452173298;4.86547864521733;0.9022714417757667;0.0009526077637532746;-9.160501747555687;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;0;-214329.37113490087;-203345.7330019489;4;135.77197530929936;126.04178735346846;82.61364190017831;1;0
пищеварительный система;0;4529;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.414213562373095;0;-179696.2779228901;-225939.70333549872;1;2.348996112617636;48.79077348923409;14.878862382078117;1;0
плата о;88;1679;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.294544622649111;2.294544622649111;0.7961675886710721;0.0005955926146515784;-9.787086324551616;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-212548.24062685453;-213240.90249109478;3;9.082784968788193;114.30380413454341;43.70061241249409;1;0
комплексный число;64;1590;39;0.043478260869565216;1;53.10738560468612;49.6741016147812;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.11795392491397;18.688758362638467;6.222518600808201;0.024528301886792454;-4.406341300309026;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-56303.514393240344;-55742.788122188744;2;0;69.66801713889303;29.661649316097954;1;0
продолговатый мозг;0;35;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-180191.0363973474;-226434.461809956;1;0;0.0;11.72515448644698;1;0
целое число;651;1590;127;0.6086956521739131;1;27.381174643098063;27.16017224050842;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4747226596582514;20.452092033202582;11.14271614209261;0.07987421383647798;-3.1412422467382273;2.7591154275939134e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.414213562373095;0;-35523.658466033885;-23253.648299492936;3;0;105.58802935681831;59.85344096243218;1;0
текст программа;689;4747;150;0.4782608695652174;0;48.05027262890517;47.95436792767751;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.055020939585596;19.51265832057736;11.879037621333987;0.03159890457130819;-4.17951105027151;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-48783.18558148943;-30675.025416352382;1;0;92.36508769056536;45.65933543445751;1;0
живой организм;19;6;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-180685.7948718047;-226929.2202844133;2;0;109.21811527817489;64.61350134412365;1;0
в основное;27729;50;50;0.6521739130434783;1;9.281828848095582;6.660089441716993;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.708254787741775;15.995967167291225;6.800572910220742;0.0018031663601283854;-8.117850855292449;2.7591154275939134e-06;0;0.0023823704586063135;0;0;0.0011926058437686344;0;0;0;1.414213562373095;1;-124481.2321734558;-108352.10590614793;4;5.523561732776616;135.58598804661864;45.039822567804855;1;0
считать что;252;5019;89;0.6956521739130435;1;14.027098949188462;13.211991798695273;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5.672632032930411;18.624098894863206;9.249027609541189;0.017732616058975893;-4.888127545763135;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-62240.616086727896;-50960.122869101535;4;1.7275294245550175;133.77534320094622;26.980701835087466;1;0
в состав;27729;224;145;0.43478260869565216;1;52.45053622255096;52.33529544973457;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.080808955699105;18.440627135728974;11.329991040456298;0.005229182444372318;-6.590806415281435;1.3795577137969567e-06;0;0.0004763038818766373;0;0;0.00023820867079561695;0;0;0;1.0;1;-97863.22624765325;-70750.4618473934;4;51.33339504773741;137.82080449971824;83.6649389037295;1;0
в частность;27729;260;259;0.7391304347826086;2;34.00123889158362;33.99979160893384;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.702695262399875;20.73631183777298;15.47546402914699;0.009340401745465037;-5.755764034621772;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-69464.08981380441;-45187.94066709975;4;31.1535609435914;138.93867803656298;76.12587370109762;1;1
